Search Type,Time,Start,End,Number of Nodes,Path,Distance,Total Nodes Visited,Cost
DFS Recursive List,15,10,15,9,10->6->2->1->5->9->13->14->15,8,45
DFS Recrusive Matrix,25,10,15,9,10->6->2->1->5->9->13->14->15,8,240
DFS Iterative List,5,1,9,3,1->5->9,2,6
DFS Iterative Matrix,7,1,9,3,1->5->9,2,33
DFS Recursive List,12,1,9,5,1->2->6->5->9,4,45
DFS Recrusive Matrix,26,1,9,9,1->2->3->4->8->7->6->5->9,8,240
DFS Iterative List,8,16,13,6,16->12->11->10->14->13,5,17
DFS Iterative Matrix,4,16,13,4,16->15->14->13,3,49
DFS Recursive List,53,16,13,4,16->15->14->13,3,46
DFS Recrusive Matrix,46,16,13,14,16->12->8->4->3->2->1->5->6->7->11->10->9->13,13,240
DFS Iterative List,30,15,9,8,15->16->12->8->7->6->10->9,7,24
DFS Iterative Matrix,29,15,9,8,15->16->12->8->7->6->10->9,7,113
DFS Recursive List,38,15,9,4,15->14->13->9,3,45
DFS Recrusive Matrix,48,15,9,10,15->11->7->3->2->1->5->6->10->9,9,240
DFS Iterative List,19,5,5,1,5,0,1
DFS Iterative Matrix,6,5,5,1,5,0,1
DFS Recursive List,5,5,5,1,5,0,0
DFS Recrusive Matrix,5,5,5,1,5,0,0
DFS Iterative List,23,4,1,10,4->8->12->16->15->14->10->9->5->1,9,27
DFS Iterative Matrix,24,4,1,10,4->8->12->16->15->14->13->9->5->1,9,177
DFS Recursive List,26,4,1,4,4->3->2->1,3,46
DFS Recrusive Matrix,21,4,1,4,4->3->2->1,3,240
DFS Iterative List,20,8,5,8,8->12->16->15->14->10->9->5,7,22
DFS Iterative Matrix,17,8,5,8,8->12->16->15->14->13->9->5,7,113
DFS Recursive List,25,8,5,6,8->4->3->2->1->5,5,45
DFS Recrusive Matrix,29,8,5,6,8->4->3->2->1->5,5,240
DFS Iterative List,7,3,11,5,3->4->8->12->11,4,38
DFS Iterative Matrix,2,3,11,3,3->7->11,2,33
DFS Recursive List,33,3,11,11,3->2->1->5->6->10->9->13->14->15->11,10,44
DFS Recrusive Matrix,60,3,11,9,3->2->1->5->6->7->8->12->11,8,240
DFS Iterative List,29,2,12,5,2->3->4->8->12,4,12
DFS Iterative Matrix,29,2,12,7,2->6->10->14->15->16->12,6,97
DFS Recursive List,45,2,12,15,2->1->5->6->10->9->13->14->15->11->7->3->4->8->12,14,45
DFS Recrusive Matrix,50,2,12,9,2->1->5->6->7->3->4->8->12,8,240
DFS Iterative List,15,2,3,2,2->3,1,4
DFS Iterative Matrix,25,2,3,2,2->3,1,225
DFS Recursive List,38,2,3,12,2->1->5->6->10->9->13->14->15->11->7->3,11,45
DFS Recrusive Matrix,29,2,3,6,2->1->5->6->7->3,5,240
DFS Iterative List,14,12,12,1,12,0,1
DFS Iterative Matrix,8,12,12,1,12,0,1
DFS Recursive List,9,12,12,1,12,0,0
DFS Recrusive Matrix,5,12,12,1,12,0,0
DFS Iterative List,21,12,7,11,12->16->15->14->10->9->5->1->2->3->7,10,32
DFS Iterative Matrix,18,12,7,9,12->16->15->14->13->9->5->6->7,8,129
DFS Recursive List,29,12,7,15,12->8->4->3->2->1->5->6->10->9->13->14->15->11->7,14,44
DFS Recrusive Matrix,25,12,7,9,12->8->4->3->2->1->5->6->7,8,240
DFS Iterative List,19,13,8,6,13->14->15->16->12->8,5,14
DFS Iterative Matrix,14,13,8,6,13->14->15->16->12->8,5,81
DFS Recursive List,51,13,8,14,13->9->5->1->2->6->10->14->15->11->7->3->4->8,13,45
DFS Recrusive Matrix,57,13,8,8,13->9->5->1->2->3->4->8,7,240
DFS Iterative List,20,11,12,2,11->12,1,5
DFS Iterative Matrix,20,11,12,2,11->12,1,209
DFS Recursive List,47,11,12,14,11->7->3->2->1->5->6->10->9->13->14->15->16->12,13,45
